"id","account_id","occurred_at","standard_qty","gloss_qty","poster_qty","total","standard_amt_usd","gloss_amt_usd","poster_amt_usd","total_amt_usd"
"167","1181","2015-08-03 18:02:01","500","0","8","508","2495.00","0.00","64.96","2559.96"
"168","1181","2015-09-01 09:08:48","507","12","0","519","2529.93","89.88","0.00","2619.81"
"169","1181","2015-10-01 22:44:46","477","27","26","530","2380.23","202.23","211.12","2793.58"
"170","1181","2015-10-31 08:48:08","535","8","0","543","2669.65","59.92","0.00","2729.57"
"171","1181","2015-11-29 06:01:34","470","21","3","494","2345.30","157.29","24.36","2526.95"
"172","1181","2015-12-28 11:30:53","459","18","16","493","2290.41","134.82","129.92","2555.15"
"173","1181","2016-01-26 19:59:47","496","4","0","500","2475.04","29.96","0.00","2505.00"
"174","1181","2016-02-25 17:33:00","495","15","4","514","2470.05","112.35","32.48","2614.88"
"175","1181","2016-03-25 19:26:28","471","0","8","479","2350.29","0.00","64.96","2415.25"
"176","1181","2016-04-24 16:47:51","2188","50","12","2250","10918.12","374.50","97.44","11390.06"
"177","1181","2016-05-23 02:53:33","514","19","0","533","2564.86","142.31","0.00","2707.17"
"178","1181","2016-06-22 05:29:19","492","4","0","496","2455.08","29.96","0.00","2485.04"
"179","1181","2016-07-21 15:00:45","495","30","5","530","2470.05","224.70","40.60","2735.35"
"180","1181","2016-08-19 22:44:43","504","13","23","540","2514.96","97.37","186.76","2799.09"
"181","1181","2016-09-18 09:07:46","504","10","0","514","2514.96","74.90","0.00","2589.86"
"182","1181","2016-10-18 09:56:10","507","14","20","541","2529.93","104.86","162.40","2797.19"
"183","1181","2016-11-17 09:12:10","509","13","76","598","2539.91","97.37","617.12","3254.40"
"184","1181","2016-12-17 22:14:14","428","0","22","450","2135.72","0.00","178.64","2314.36"
"185","1191","2016-01-24 19:29:16","502","0","17","519","2504.98","0.00","138.04","2643.02"
"186","1191","2016-02-23 10:30:36","485","18","17","520","2420.15","134.82","138.04","2693.01"
"187","1191","2016-03-23 21:33:31","485","134","0","619","2420.15","1003.66","0.00","3423.81"
"188","1191","2016-04-22 03:09:53","497","23","11","531","2480.03","172.27","89.32","2741.62"
"189","1191","2016-05-21 23:11:38","500","0","3","503","2495.00","0.00","24.36","2519.36"
"190","1191","2016-06-20 21:28:14","500","7","1","508","2495.00","52.43","8.12","2555.55"
"191","1191","2016-07-19 07:24:11","506","0","12","518","2524.94","0.00","97.44","2622.38"
"192","1191","2016-08-18 16:04:15","496","30","0","526","2475.04","224.70","0.00","2699.74"
"193","1191","2016-09-17 05:09:45","529","67","0","596","2639.71","501.83","0.00","3141.54"
"194","1191","2016-10-16 19:29:55","471","0","10","481","2350.29","0.00","81.20","2431.49"
"195","1191","2016-11-15 20:44:15","494","0","5","499","2465.06","0.00","40.60","2505.66"
"196","1191","2016-12-15 20:49:47","0","171","24","195","0.00","1280.79","194.88","1475.67"
"197","1201","2016-11-12 11:54:43","491","0","0","491","2450.09","0.00","0.00","2450.09"
"198","1201","2016-12-11 05:51:52","510","0","11","521","2544.90","0.00","89.32","2634.22"
"199","1211","2016-11-22 08:08:54","259","29","23","311","1292.41","217.21","186.76","1696.38"
"200","1211","2016-12-21 23:39:04","311","22","10","343","1551.89","164.78","81.20","1797.87"
"201","1221","2015-01-20 10:54:29","491","14","0","505","2450.09","104.86","0.00","2554.95"
"202","1221","2015-02-18 15:41:25","532","0","104","636","2654.68","0.00","844.48","3499.16"
"203","1221","2015-03-19 12:18:21","508","0","11","519","2534.92","0.00","89.32","2624.24"
"204","1221","2015-04-17 11:41:57","515","0","24","539","2569.85","0.00","194.88","2764.73"
"205","1221","2015-05-16 19:44:32","336","14","18","368","1676.64","104.86","146.16","1927.66"
"206","1221","2015-06-15 08:14:22","533","0","32","565","2659.67","0.00","259.84","2919.51"
"207","1221","2015-07-15 07:36:48","501","0","34","535","2499.99","0.00","276.08","2776.07"
"208","1221","2015-08-14 09:55:14","464","0","23","487","2315.36","0.00","186.76","2502.12"
"209","1221","2015-09-12 17:54:40","531","0","10","541","2649.69","0.00","81.20","2730.89"
"210","1221","2015-10-11 13:32:14","492","12","22","526","2455.08","89.88","178.64","2723.60"
"211","1221","2015-11-09 23:30:42","497","0","17","514","2480.03","0.00","138.04","2618.07"
"212","1221","2015-12-08 16:38:40","583","0","0","583","2909.17","0.00","0.00","2909.17"
"213","1221","2016-01-06 20:57:34","660","6","17","683","3293.40","44.94","138.04","3476.38"
"214","1221","2016-02-04 20:17:54","485","1345","21","1851","2420.15","10074.05","170.52","12664.72"
"215","1221","2016-03-04 19:49:15","512","0","3","515","2554.88","0.00","24.36","2579.24"
"216","1221","2016-04-03 19:34:42","542","20","0","562","2704.58","149.80","0.00","2854.38"
"217","1221","2016-05-03 07:17:08","500","0","35","535","2495.00","0.00","284.20","2779.20"
"218","1221","2016-06-01 21:34:56","504","20","113","637","2514.96","149.80","917.56","3582.32"
"219","1221","2016-06-30 15:16:45","496","0","78","574","2475.04","0.00","633.36","3108.40"
"220","1221","2016-07-29 23:05:35","496","5","9","510","2475.04","37.45","73.08","2585.57"
"221","1221","2016-08-27 08:04:03","510","0","0","510","2544.90","0.00","0.00","2544.90"
"222","1221","2016-09-26 18:25:38","495","16","11","522","2470.05","119.84","89.32","2679.21"
"223","1221","2016-10-26 08:45:50","494","10","0","504","2465.06","74.90","0.00","2539.96"
"224","1221","2016-11-25 08:10:12","501","114","7","622","2499.99","853.86","56.84","3410.69"
"225","1221","2016-12-24 21:14:21","510","9","39","558","2544.90","67.41","316.68","2928.99"
"226","1231","2016-02-26 03:23:36","485","7","0","492","2420.15","52.43","0.00","2472.58"
"227","1231","2016-03-27 11:31:53","715","29","12","756","3567.85","217.21","97.44","3882.50"
"228","1231","2016-04-26 17:01:44","522","9","7","538","2604.78","67.41","56.84","2729.03"
"229","1231","2016-05-26 17:41:23","498","9","4","511","2485.02","67.41","32.48","2584.91"
"230","1231","2016-07-24 06:33:56","508","0","24","532","2534.92","0.00","194.88","2729.80"
"231","1231","2016-08-23 15:37:48","497","14","96","607","2480.03","104.86","779.52","3364.41"
"232","1231","2016-09-23 00:10:40","498","14","19","531","2485.02","104.86","154.28","2744.16"
"233","1231","2016-10-21 22:54:32","477","11","1","489","2380.23","82.39","8.12","2470.74"
"234","1231","2016-11-20 15:16:58","505","0","1355","1860","2519.95","0.00","11002.60","13522.55"
"235","1231","2016-12-20 14:07:59","502","0","0","502","2504.98","0.00","0.00","2504.98"
"236","1241","2016-06-14 11:18:07","132","24","0","156","658.68","179.76","0.00","838.44"
"237","1241","2016-07-13 13:16:49","259","13","0","272","1292.41","97.37","0.00","1389.78"
"238","1241","2016-08-11 02:41:45","150","36","4","190","748.50","269.64","32.48","1050.62"
"239","1241","2016-09-09 18:13:45","165","13","0","178","823.35","97.37","0.00","920.72"
"240","1241","2016-10-08 11:09:21","147","12","99","258","733.53","89.88","803.88","1627.29"
"241","1241","2016-11-07 06:24:11","155","12","6","173","773.45","89.88","48.72","912.05"
"242","1241","2016-12-06 15:03:16","136","0","34","170","678.64","0.00","276.08","954.72"
"243","1251","2013-12-11 20:36:06","86","39","34","159","429.14","292.11","276.08","997.33"
"244","1251","2014-01-09 04:41:26","126","34","30","190","628.74","254.66","243.60","1127.00"
"245","1251","2014-02-07 21:05:25","94","24","25","143","469.06","179.76","203.00","851.82"
"246","1251","2014-03-08 06:23:33","86","34","24","144","429.14","254.66","194.88","878.68"
"247","1251","2014-04-07 10:57:41","101","28","20","149","503.99","209.72","162.40","876.11"
"248","1251","2014-05-07 21:11:36","80","90","28","198","399.20","674.10","227.36","1300.66"
"249","1251","2014-06-06 16:12:08","159","41","35","235","793.41","307.09","284.20","1384.70"
"250","1251","2014-07-05 04:17:47","100","28","42","170","499.00","209.72","341.04","1049.76"
"251","1251","2014-08-04 19:32:29","92","31","22","145","459.08","232.19","178.64","869.91"
"252","1251","2014-09-03 12:48:55","102","41","30","173","508.98","307.09","243.60","1059.67"
"253","1251","2014-10-02 23:07:32","97","30","13","140","484.03","224.70","105.56","814.29"
"254","1251","2014-11-01 02:15:24","0","0","17","17","0.00","0.00","138.04","138.04"
"255","1251","2014-12-01 09:31:47","101","21","24","146","503.99","157.29","194.88","856.16"
"256","1251","2014-12-30 02:30:01","336","52","12","400","1676.64","389.48","97.44","2163.56"
"257","1251","2015-01-28 10:17:39","135","34","68","237","673.65","254.66","552.16","1480.47"
"258","1261","2014-11-12 22:21:40","315","39","18","372","1571.85","292.11","146.16","2010.12"
"259","1261","2014-12-11 02:34:12","298","30","25","353","1487.02","224.70","203.00","1914.72"
"260","1261","2015-01-09 06:43:47","462","34","34","530","2305.38","254.66","276.08","2836.12"
"261","1261","2015-02-07 18:03:12","309","0","12","321","1541.91","0.00","97.44","1639.35"
"262","1261","2015-03-08 16:12:33","277","566","35","878","1382.23","4239.34","284.20","5905.77"
"263","1261","2015-04-07 13:09:41","311","28","6","345","1551.89","209.72","48.72","1810.33"
"264","1261","2015-05-06 17:37:10","314","38","0","352","1566.86","284.62","0.00","1851.48"
"265","1261","2015-06-04 01:49:55","361","37","38","436","1801.39","277.13","308.56","2387.08"
"266","1261","2015-07-03 18:18:41","308","24","5","337","1536.92","179.76","40.60","1757.28"
"267","1261","2015-08-02 23:28:52","311","44","28","383","1551.89","329.56","227.36","2108.81"
"268","1261","2015-08-31 20:40:53","241","89","0","330","1202.59","666.61","0.00","1869.20"
"269","1261","2015-09-29 11:40:31","298","9","0","307","1487.02","67.41","0.00","1554.43"
"270","1261","2015-10-29 03:45:08","295","105","0","400","1472.05","786.45","0.00","2258.50"
"271","1261","2015-11-27 01:54:14","293","38","28","359","1462.07","284.62","227.36","1974.05"
"272","1261","2015-12-27 19:08:47","304","24","31","359","1516.96","179.76","251.72","1948.44"
"273","1261","2016-01-26 03:36:10","306","24","1","331","1526.94","179.76","8.12","1714.82"
"274","1261","2016-02-25 13:09:22","48","27","25","100","239.52","202.23","203.00","644.75"
"275","1261","2016-03-26 09:17:30","248","43","15","306","1237.52","322.07","121.80","1681.39"
"276","1261","2016-04-24 02:27:52","310","67","28","405","1546.90","501.83","227.36","2276.09"
"277","1261","2016-05-23 18:13:17","286","13","47","346","1427.14","97.37","381.64","1906.15"
"278","1261","2016-06-22 02:13:56","303","28","25","356","1511.97","209.72","203.00","1924.69"
"279","1261","2016-07-21 09:23:06","328","55","0","383","1636.72","411.95","0.00","2048.67"
"280","1261","2016-08-19 12:09:31","280","0","14","294","1397.20","0.00","113.68","1510.88"
"281","1261","2016-09-18 04:02:28","304","0","14","318","1516.96","0.00","113.68","1630.64"
"282","1261","2016-10-17 08:27:40","330","68","7","405","1646.70","509.32","56.84","2212.86"
"283","1261","2016-11-15 19:14:01","288","2","47","337","1437.12","14.98","381.64","1833.74"
"284","1261","2016-12-15 05:00:47","286","71","32","389","1427.14","531.79","259.84","2218.77"
"285","1271","2015-10-28 12:07:44","94","7","38","139","469.06","52.43","308.56","830.05"
"286","1271","2015-11-26 06:17:51","104","20","55","179","518.96","149.80","446.60","1115.36"
"287","1281","2013-12-05 20:33:56","492","73","0","565","2455.08","546.77","0.00","3001.85"
"288","1281","2014-01-03 23:56:43","491","14","0","505","2450.09","104.86","0.00","2554.95"
"289","1281","2014-02-02 04:00:37","531","5","211","747","2649.69","37.45","1713.32","4400.46"
"290","1281","2014-03-03 07:53:36","509","133","222","864","2539.91","996.17","1802.64","5338.72"
"291","1281","2014-04-01 11:34:26","254","0","17","271","1267.46","0.00","138.04","1405.50"
"292","1281","2014-05-01 22:00:28","513","85","4","602","2559.87","636.65","32.48","3229.00"
"293","1281","2014-05-30 22:54:02","511","19","0","530","2549.89","142.31","0.00","2692.20"
"294","1281","2014-06-29 21:40:15","448","7","0","455","2235.52","52.43","0.00","2287.95"
"295","1281","2014-07-28 16:42:00","508","6","9","523","2534.92","44.94","73.08","2652.94"
"296","1281","2014-08-26 21:48:16","645","0","0","645","3218.55","0.00","0.00","3218.55"
"297","1281","2014-09-25 04:37:33","489","8","545","1042","2440.11","59.92","4425.40","6925.43"
"298","1281","2014-10-25 07:35:18","491","6","0","497","2450.09","44.94","0.00","2495.03"
"299","1281","2014-11-24 16:30:33","468","10","0","478","2335.32","74.90","0.00","2410.22"
"300","1281","2014-12-24 08:09:12","665","23","0","688","3318.35","172.27","0.00","3490.62"
"301","1281","2015-01-23 07:36:27","515","342","26","883","2569.85","2561.58","211.12","5342.55"
"302","1281","2015-02-22 03:25:38","465","0","27","492","2320.35","0.00","219.24","2539.59"
"303","1281","2015-03-24 15:55:32","478","18","21","517","2385.22","134.82","170.52","2690.56"
